
last year | at | CES
it | is challenging thing on | Android
it | is thing on | Android
it | is | thing
it | is | challenging thing
test | it with | percentage
test | it with | week later small percentage
I | Sometime want | able
test | it with | week later percentage
test | it with | week later small percentage of users
test | it with | small percentage
test | it with | percentage of users
test | it with | later small percentage of users
test | it with | later percentage
test | it with | week later percentage of users
test | it with | later small percentage
test | it with | later percentage of users
test | it with | small percentage of users
I | want | able
you | have with | app
me | get back to | idea
me | get to | idea
you | 're doing | things
I | think about | lot
It | 's something | I think about lot
It | 's something | I think
You | 're putting icon next to | Facebook
You | 're putting | icon
experience | is | native
best experience | is | native
you | delivering experiences in | your native app
experience | is | where native
you | delivering | experiences
best experience | is | where native
it | has | similar
it | has | really similar
BuzzFeed | to | homepage
you | delivering experiences in | your app
it | 's really similar to | BuzzFeed 's homepage
you | delivering | better experiences
you | start for | something
you | Once start for | something
it | 's similar to | BuzzFeed 's homepage
they | come to | our app
app | will | really will smaller number
apps | are | pretty important
apps | are | actually pretty important
apps | created by | media companies
apps | are | where actually important
they | 'll | 'll ones with biggest influence
apps | are | actually important
apps | are | where pretty important
they | 'll | 'll ones with influence
shared.I | see | it
app | will | will smaller number
they | 'll | 'll ones with biggest influence are getting
they | 'll | 'll ones are getting
apps | are | where important
they | 'll | 'll ones with influence are getting
app | will | really will number
app | be | smaller
apps | are | where actually pretty important
apps | created by | media companies
they | 'll | 'll ones
'll ones | is with | biggest influence on BuzzFeed stories
app | will | will number
apps | are | important
we | have | big one
our app | is | in way service allow
they | want | that
they | want | share
our app | is | So in way service allow
our app | So is service in | way
our app | is | service
our app | allow | people
our app | is | service allow
we | have | one
service | is in | way
that | share into | services.I
they | want | share into services.I
our app | is | So service allow
that | share into | other services.I
service | spend | lot
they | want | share into other services.I
service | allow | people
our app | is | So service
our app | is service in | way
Verge | is | older
you guys | Do spend | lot of time thinking about it
you guys | Do spend | lot
you guys | Do spend | lot of time thinking
you guys | Do spend | lot of time
we | 're | kind
kind | is in | right now
we | 're | actually kind
we | 're kind of | deep
we | 're actually kind of | deep
Part | is building | collaboration
Part | is building | collaboration between engineers
Part | is really building | collaboration between engineers
Part | adding | tech resources
Part | adding | additional tech resources
Part | is really building | collaboration
they | develop | ideas
that | gets | work with people
It | 's kind of | rare thing
that | also gets | work
that | work with | people
that | also gets | work with people
that | gets | work
It | 's kind of | thing
It | has | kind
editor | make | something
we | do with | apps
we | want | do with apps
That | has | something
we | want | also do with apps
we | want | do
we | also do with | apps
we | want | also do
People | visit | BuzzFeed app
we | 're | pretty excited
we | 're | excited about
